,Station,Latitude,Longitude,sample_name,Weather,Date,Event No.,Sampler_used,Sampling_Start_Time,Sampling_End_Time,Sample_Depth,Volume_sampled,Volume_error,Filepath,Read_Start_Time,Read_End_Time,Slope,stderr_slope,cnt219,cnt219_abserr,cnt220,cnt220_abserr,cpm_219,err_219,cpm_220,err_220,cpm_Tot,err_Tot,y219cc,y219cc_err,y220cc,y220cc_err,corr219,corr219_err,corr220,corr220_err,final219,final220,Read_Runtime,final219_err,final220_err,cntTot_abserr,errslope_abs,Detector_Name,Cartridge_Type,Read_Number,Spike_Value,Error_List,Mid_Sample_Datetime,Mid_Read_Datetime,Detector 226 Calibration Factor,Detector 226 Efficiency,blankcorr223,blankcorr223_err,blankcorr224,blankcorr224_err,dpm223,dpm223_err,dpm223_thstdonly,dpm223_thstdonly_err,dpm224,dpm224_err,vdpm223 (dpm/m^3),vdpm223_err (dpm/m^3),vdpm223_thstdonly (dpm/m^3),vdpm223_thstdonly_err (dpm/m^3),vdpm224 (dpm/m^3),vdpm224_err (dpm/m^3),t1_(mins),sampling_to_read_time_(days),vdpm226 (dpm/m^3),vdpm226_err (dpm/m^3),read_number
37,2,44 21.30,16 57.78,StnX009,"Calm, sunny, clouds",17/01/2018,12,Sampler004,14:45:00,16:55:00,3800b,933,5,/Users/seanselzer/Documents/GitHub/RaDeCC_Reader/Output_Folder_Example/RaDeCC_Reader_Ouput2020-07-15_120911/Read_Files/StnX009/3800b/4-StnX009-3800B-180514-detector1.txt,2018-05-14 08:53:17.000000000,2018-05-14 18:45:02.000000000,0.007386862535730981,0.0004971814302046751,30,0.009255979003044633,257,0.02709120328159087,0.050697084917617236,0.18257418583505539,0.434305027460921,0.06237828615518054,4.212927756653992,0.06237828615518054,0.0013949967623309771,0.0001910922070304513,0.1443557719333612,0.020869134324650585,0.04930208815528626,0.009257951368223475,0.2899492555275598,0.03419728151044742,0.04190838213933348,0.2898870787597219,591.75,0.00929893010193456,0.03419731353905981,0.26279521315566556,0.0673061706238284,detector1,b,4,{},{'Err223_CR10': '10%'},2018-01-17 14:45:00.000000000,2018-05-14 13:49:09.500000000,0.000186,0.2,0.041574228701587446,0.00935408495635847,0.28252576404736807,0.03468280637494268,0.2561103357936721,0.05853646691000119,0.10261804717735933,0.3097521779252485,0.6345984330018373,0.15804856360375022,0.27450196762451456,0.06275729408390736,0.10998718882889531,0.3319964266931537,0.6801698102913584,0.16943745838652596,168424.15,116.96121527777777,212.83126853285683,2.8740386802284426,4
38,2,45 21.30,17 57.78,StnX009,"Calm, sunny, clouds",17/01/2018,12,Sampler005,14:45:00,16:55:00,4000a,840,5,/Users/seanselzer/Documents/GitHub/RaDeCC_Reader/Output_Folder_Example/RaDeCC_Reader_Ouput2020-07-15_120911/Read_Files/StnX009/4000a/1-StnX009-4000A-180118-detector2.txt,2018-01-18 05:56:52.000000000,2018-01-18 15:24:28.000000000,-999.0,-999.0,416,0.03593389368282442,375,0.034117189448620654,0.7329105003523608,0.049029033784546004,0.660676532769556,0.051639777949432225,5.190274841437632,0.051639777949432225,0.0014490123988862007,0.00020083595420241363,0.1498372351784702,0.021938325200757225,0.7314614879534747,0.03593445491849054,0.5108392975910858,0.040561961595653284,0.718435085864902,0.49730082428634226,567.6,0.03594933780865411,0.040654914800475235,0.26802464030836387,1.0,detector2,a,1,{},"{'Err224_CR2': '100%', 'Err226_short_read': True}",2018-01-17 14:45:00.000000000,2018-01-18 10:40:40.000000000,0.000194,0.3,0.7171755045460095,0.03597399451441257,0.4933535651470923,0.04070884765870285,3.699661423924084,0.18568341049845574,1.6513826511391092,0.05064388951167989,1.0337652597021112,0.08560907325792246,4.404358838004862,0.2226008661842356,1.9659317275465589,0.06141548556869282,1.2306729282167992,0.10217849112366309,1195.6666666666667,0.8303240740740742,-999.0,-999.0,1
39,2,45 21.30,17 57.78,StnX009,"Calm, sunny, clouds",17/01/2018,12,Sampler005,14:45:00,16:55:00,4000a,840,5,/Users/seanselzer/Documents/GitHub/RaDeCC_Reader/Output_Folder_Example/RaDeCC_Reader_Ouput2020-07-15_120911/Read_Files/StnX009/4000a/3b-StnX009-4000A-180219-detector2.txt,2018-02-19 23:05:05.000000000,2018-02-20 09:04:39.200000000,0.006349031439903651,0.0006530993165248586,82,0.015103132475169565,210,0.02416961613521263,0.13676468135497105,0.11043152607484655,0.3502510132261454,0.06900655593423542,3.1022232600030017,0.06900655593423542,0.0006708438878834479,0.00010807160293860173,0.07022976010175744,0.011754823276001356,0.1360938374670876,0.01510351912747103,0.28002125312438797,0.026876499295361254,0.12895329551241572,0.2795481321115846,599.57,0.015119060673857343,0.02687732979145082,0.2140737429118833,0.10286597612670975,detector2,a,3,{},"{'Err223_CR10': '1%', 'Err224_CR2': '25%'}",2018-01-17 14:45:00.000000000,2018-02-20 04:04:52.100000000,0.000194,0.3,0.1276937141935232,0.015177594938001143,0.2756008729723346,0.026958839681707106,0.6587278922450388,0.07830407831682067,0.2940300985491507,0.11906743688702932,0.5774897115366537,0.05663635499255619,0.7841998717202843,0.09333593683365396,0.3500358316061318,0.14176226093423788,0.6874877518293497,0.0675483019006571,48319.86666666667,33.55546296296296,129.86891343281894,4.014431904376445,3
40,2,45 21.30,17 57.78,StnX009,"Calm, sunny, clouds",17/01/2018,12,Sampler005,14:45:00,16:55:00,4000a,840,5,/Users/seanselzer/Documents/GitHub/RaDeCC_Reader/Output_Folder_Example/RaDeCC_Reader_Ouput2020-07-15_120911/Read_Files/StnX009/4000a/5-StnX009-4000A-190815-detector2.txt,2019-08-15 21:42:45.000000000,2019-08-16 08:13:22.200000000,0.0052460388552926715,0.0004561400906346216,1,0.00158574101677714,6,0.0038842563553061716,0.00158574101677714,1.0,0.00951444610066284,0.40824829046386296,0.08563001490596556,0.40824829046386296,5.173611290452375e-07,4.884584007984234e-07,5.558838222741733e-05,5.2541390534330464e-05,0.0015852236556480946,0.0015857410920074584,0.009458857718435423,0.00388461169635469,0.0013440227838279913,0.009458793388955665,630.62,0.0015888320297166281,0.003884611704883855,0.03495830719775554,0.08694943045921721,detector2,a,5,{},{'Err223_CR10': '98%'},2018-01-17 14:45:00.000000000,2019-08-16 02:58:03.600000000,0.000194,0.3,8.444146493549504e-05,0.0020731086949100663,0.005511534249705708,0.00441343271879118,0.00043560443492733267,0.010694460189983329,0.0001944366049137725,24.551088077150137,0.011548781720682135,0.009248868035436468,0.0005185767082468247,0.012731500600365531,0.00023147214870687202,29.227485806131146,0.01374854966747873,0.011010861308501521,828733.05,575.5090625,107.3072912635549,2.805643654245859,5
41,2,45 21.30,17 57.78,StnX009,"Calm, sunny, clouds",17/01/2018,12,Sampler005,14:45:00,16:55:00,4000a,840,5,/Users/seanselzer/Documents/GitHub/RaDeCC_Reader/Output_Folder_Example/RaDeCC_Reader_Ouput2020-07-15_120911/Read_Files/StnX009/4000a/2-StnX009-4000A-180125-detector2.txt,2018-01-25 01:10:54.000000000,2018-01-25 11:05:13.200000000,0.006185009910087679,0.0005234835169305852,282,0.028255578852716824,326,0.030380047929175848,0.4744918562390631,0.05954913341754136,0.5485260465742361,0.055384877562171135,4.383160586889217,0.055384877562171135,0.0011246730359365316,0.0001597494866629945,0.11683128649951437,0.017423962356001885,0.47336718320312654,0.02825603043954666,0.43169476007472174,0.03502201845071744,0.46235896682122113,0.4260015218019319,594.32,0.028270139988876373,0.035049512451567164,0.24276081244019349,0.08463745807048582,detector2,a,2,{},{'Err224_CR2': '100%'},2018-01-17 14:45:00.000000000,2018-01-25 06:08:03.600000000,0.000194,0.3,0.46109938550232865,0.02830148772472792,0.4220542626626819,0.03511205638179196,2.3786529215299277,0.14605341785519327,1.0617366611698038,0.06177459295122743,0.8843658286320218,0.07383563218618912,2.831729668488009,0.17468820697782278,1.263972215678338,0.07392503421432045,1.052816462657169,0.08812267223196762,11003.05,7.6410069444444435,126.51386659482242,3.2202779892044107,2
42,2,45 21.30,17 57.78,StnX009,"Calm, sunny, clouds",17/01/2018,12,Sampler005,14:45:00,16:55:00,4000a,840,5,/Users/seanselzer/Documents/GitHub/RaDeCC_Reader/Output_Folder_Example/RaDeCC_Reader_Ouput2020-07-15_120911/Read_Files/StnX009/4000a/3-StnX009-4000A-180220-detector2.txt,2018-02-20 11:03:02.000000000,2018-02-20 21:07:53.000000000,0.004707601883415317,0.0004877353311923876,99,0.016450151890660823,206,0.02372935454146867,0.1636769446970323,0.10050378152592121,0.3405803091675622,0.06967330142916177,3.329751177978011,0.06967330142916177,0.0007864741892413036,0.0001267073107562309,0.08215545658618872,0.013792926664076005,0.162890470507791,0.0164506398650147,0.2584248525813735,0.027446804785171235,0.15630063676696598,0.25774736566219636,604.85,0.016465521641010315,0.027448188961508788,0.23199475750736842,0.10360590025903817,detector2,a,3,{},{'Err224_CR2': '55%'},2018-01-17 14:45:00.000000000,2018-02-20 16:05:27.500000000,0.000194,0.3,0.15504105544807348,0.016519285558184327,0.2538001065229464,0.027528008600918967,0.7998034070179454,0.08522822903261593,0.35700063312022917,0.10677907094187504,0.5318087302235106,0.05780435611692215,0.9521469131166016,0.10162034476149157,0.42500075371455853,0.12714311146881574,0.633105631218465,0.0689178188278087,49040.45,34.05586805555556,96.29360749908602,2.9979112293322867,3
43,2,45 21.30,17 57.78,StnX009,"Calm, sunny, clouds",17/01/2018,12,Sampler005,14:45:00,16:55:00,4000a,840,5,/Users/seanselzer/Documents/GitHub/RaDeCC_Reader/Output_Folder_Example/RaDeCC_Reader_Ouput2020-07-15_120911/Read_Files/StnX009/4000a/3-StnX009-4000A-180219-detector2.txt,2018-02-19 10:53:16.000000000,2018-02-19 20:41:23.800000000,-999.0,-999.0,84,0.015583546817730227,203,0.0242256080267543,0.14282556577627395,0.10910894511799618,0.3451617839593287,0.07018624063435963,3.0435447945182186,0.07018624063435963,0.0006398026434157876,0.00010533128843757782,0.06702151176946906,0.011454102554669974,0.14218576313285816,0.015583902787835717,0.27814027218985965,0.026796950378706146,0.13509318619201674,0.27762389707321555,588.13,0.015598876734466827,0.026797918664980734,0.21361496732950833,1.0,detector2,a,3,{},"{'Err224_CR2': '32%', 'Err226_short_read': True}",2018-01-17 14:45:00.000000000,2018-02-19 15:47:19.900000000,0.000194,0.3,0.13383360487312423,0.01565561713313623,0.27367663793396557,0.026879669362559106,0.6904014736075401,0.08077054801112667,0.30816793354757593,0.11718943544379269,0.5734576998624817,0.05646887206148711,0.8219065161994525,0.09627979177928436,0.36686658755663804,0.1395283222746628,0.6826877379315258,0.06734755477619056,47582.316666666666,33.04327546296296,-999.0,-999.0,3
44,2,45 21.30,17 57.78,StnX009,"Calm, sunny, clouds",17/01/2018,12,Sampler005,14:45:00,16:55:00,4000a,840,5,/Users/seanselzer/Documents/GitHub/RaDeCC_Reader/Output_Folder_Example/RaDeCC_Reader_Ouput2020-07-15_120911/Read_Files/StnX009/4000a/4-StnX009-4000A-180513-detector2.txt,2018-05-13 20:43:07.000000000,2018-05-14 06:42:43.000000000,0.00585898321087156,0.0004025611734592505,20,0.007458532279852535,171,0.021809034073752537,0.0333555703802535,0.223606797749979,0.28519012675116745,0.07647191129018725,2.6667778519012675,0.07647191129018725,0.0005379004716543215,9.193449042133148e-05,0.056467940871634516,0.009989105628306813,0.03281766990859918,0.007459098854428146,0.22872218587953294,0.0239878343850288,0.02698525416867109,0.2286946291629579,599.6,0.007484137899798161,0.023987847505980642,0.20393359932122984,0.06870836781240189,detector2,a,4,{},"{'Err224_CR2': '3%', 'Err223_CR10': '5%'}",2018-01-17 14:45:00.000000000,2018-05-14 01:42:55.000000000,0.000194,0.3,0.025725672849778596,0.007601691426613783,0.22474737002370795,0.024079140521118224,0.13270988599515268,0.03921521562197483,0.05923644848954729,0.2955808435315099,0.4709320855331297,0.05056539262378029,0.15798795951803893,0.04669425115809972,0.07051958153517535,0.3518822069502029,0.5606334351584877,0.060289323659776684,167697.91666666666,116.45688657407406,119.84501740450744,2.479559403133356,4
45,2,45 21.30,17 57.78,StnX009,"Calm, sunny, clouds",17/01/2018,12,Sampler005,14:45:00,16:55:00,4000b,840,5,/Users/seanselzer/Documents/GitHub/RaDeCC_Reader/Output_Folder_Example/RaDeCC_Reader_Ouput2020-07-15_120911/Read_Files/StnX009/4000b/4-StnX009-4000B-180514-detector2.txt,2018-05-14 08:44:13.000000000,2018-05-14 18:45:08.800000000,0.0032872027927130752,0.0003500210434714035,10,0.005262306192349158,81,0.014976785981728323,0.01664087331303147,0.31622776601683794,0.13479107383555491,0.1111111111111111,1.7705889205065484,0.1111111111111111,0.00025194529732753667,6.046646610403953e-05,0.02664816872593534,0.006550162700045977,0.01638892801570393,0.005262653575484463,0.10814290510961957,0.01634652102863382,0.013631283935408633,0.10813603082999826,600.93,0.0052791358331717095,0.01634652341674122,0.19673210227850535,0.10647990572632592,detector2,b,4,{},"{'Err224_CR2': '1%', 'Err223_CR10': '8%'}",2018-01-17 14:45:00.000000000,2018-05-14 13:44:40.900000000,0.000194,0.3,0.012371702616516137,0.005444508020687987,0.1041887716907483,0.0164802004866338,0.06382135283267894,0.028086593841241188,0.028487329721195716,0.440144452562896,0.21831550481006026,0.03456841747007935,0.07597780099128444,0.03343947957581293,0.03391348776332823,0.5239815300311514,0.25989941048816695,0.04118194549316172,168419.66666666666,116.95810185185185,67.23946147752159,2.1512488944614736,4
46,2,45 21.30,17 57.78,StnX009,"Calm, sunny, clouds",17/01/2018,12,Sampler005,14:45:00,16:55:00,4000b,840,5,/Users/seanselzer/Documents/GitHub/RaDeCC_Reader/Output_Folder_Example/RaDeCC_Reader_Ouput2020-07-15_120911/Read_Files/StnX009/4000b/5-StnX009-4000b-190814-detector1.txt,2019-08-14 16:35:51.000000000,2019-08-15 13:08:22.800000000,0.002840944306163788,0.00016063154126453967,32,0.004589628041096266,304,0.014146183682476448,0.0259628568878648,0.1767766952966369,0.24664714043471558,0.05735393346764045,2.7926297940009572,0.05735393346764045,0.0006216764482954274,7.748071173275804e-05,0.06514670768710859,0.008424359359881983,0.025341180439569372,0.004590281997471153,0.181500432747607,0.016464639182283775,0.020712919404505394,0.18148399971961682,1232.53,0.004609442635569449,0.016464643497141766,0.16016830340488136,0.0565416016484481,detector1,b,5,{},{'Err224_CR2': '0%'},2018-01-17 14:45:00.000000000,2019-08-15 02:52:06.900000000,0.000186,0.2,0.020378765966759357,0.004719720938859901,0.17412268500726294,0.01745065300328254,0.12553961330876376,0.029516810422208564,0.05030109355494612,0.31577846693295986,0.3911076337701915,0.09459467202263687,0.14945192060567114,0.03515031889454901,0.05988225423207871,0.3759269153322998,0.4656043259168946,0.11264680305678663,827287.1,574.5049305555556,90.91603642357232,1.0337890648077614,5
47,2,45 21.30,17 57.78,StnX009,"Calm, sunny, clouds",17/01/2018,12,Sampler005,14:45:00,16:55:00,4000b,840,5,/Users/seanselzer/Documents/GitHub/RaDeCC_Reader/Output_Folder_Example/RaDeCC_Reader_Ouput2020-07-15_120911/Read_Files/StnX009/4000b/5-StnX009-4000b-190813-detector1.txt,2019-08-13 17:58:00.000000000,2019-08-14 12:54:45.000000000,0.0030746563268325695,0.00018242721680690588,20,0.003934142032108713,294,0.01508372834790609,0.017594018033868484,0.223606797749979,0.25863206509786674,0.058321184351980436,2.6945238618869585,0.058321184351980436,0.0005713021109295709,7.290967397763088e-05,0.0599309503073951,0.007924179679778185,0.017022715922938914,0.003934817575106119,0.19870111479047164,0.01703852941045193,0.011955837495781888,0.19869369862521477,1136.75,0.0039587326750036,0.01703853079229512,0.15714782288991958,0.05933255538671459,detector1,b,5,{},{'Err223_CR10': '80%'},2018-01-17 14:45:00.000000000,2019-08-14 03:26:22.500000000,0.000186,0.2,0.01162168405803585,0.00408660846206831,0.1913323839128609,0.017993119137964666,0.0715932321428221,0.025345527207825565,0.028685908559076895,0.4133434440086641,0.4297633931652704,0.10255477949088171,0.08523003826526439,0.030177511332657975,0.034149891141758204,0.49207557056714357,0.5116230871015124,0.12212699905760505,825881.3666666667,573.5287268518518,98.3952997578267,1.1734699465090566,5
48,2,45 21.30,17 57.78,StnX009,"Calm, sunny, clouds",17/01/2018,12,Sampler005,14:45:00,16:55:00,4000b,840,5,/Users/seanselzer/Documents/GitHub/RaDeCC_Reader/Output_Folder_Example/RaDeCC_Reader_Ouput2020-07-15_120911/Read_Files/StnX009/4000b/1-StnX009-4000B-180118-detector2.txt,2018-01-18 17:52:30.000000000,2018-01-19 04:06:16.800000000,0.004213502544613019,0.0004941650148438803,201,0.023098580727227713,179,0.021797856170386216,0.3274789012349702,0.07053456158585983,0.29163543940825704,0.07474350927519359,2.9896705660008474,0.07474350927519359,0.0005484283801936679,0.00010209232615530236,0.05755985694800555,0.011093788668688046,0.32693047285477655,0.02309880634265146,0.23407558246025148,0.0244585093709808,0.32096154550204015,0.23135360235963898,613.78,0.02310722497731842,0.02447095719755471,0.2234584696796576,0.1172812902357618,detector2,b,1,{},{'Err224_CR2': '100%'},2018-01-17 14:45:00.000000000,2018-01-18 22:59:23.400000000,0.000194,0.3,0.31970196418314767,0.023145566283732755,0.22740634322038902,0.024560454524094836,1.6492323239482174,0.11943288008060637,0.7361521326935908,0.0727344276189574,0.47650365592684607,0.05157430014075027,1.9633718142240681,0.14266149085421634,0.876371586539989,0.08674559494654462,0.5672662570557692,0.061490753989537954,1934.3833333333332,1.3433217592592592,86.18684635520003,3.036334425451712,1
49,2,45 21.30,17 57.78,StnX009,"Calm, sunny, clouds",17/01/2018,12,Sampler005,14:45:00,16:55:00,4000b,840,5,/Users/seanselzer/Documents/GitHub/RaDeCC_Reader/Output_Folder_Example/RaDeCC_Reader_Ouput2020-07-15_120911/Read_Files/StnX009/4000b/2-StnX009-4000b-180127-detector1.txt,2018-01-27 13:04:42.000000000,2018-01-27 22:47:19.800000000,-999.0,-999.0,120,0.018801728627264855,139,0.020235528761909954,0.20596261778487204,0.09128709291752769,0.23857336560081013,0.08481889296799709,2.7667644989101143,0.08481889296799709,0.0005257719399422077,0.00010464557804758863,0.055209544570454336,0.011369042034424896,0.20543684584492983,0.018802019840174503,0.1833638210303558,0.02321059544808373,0.20076106840865576,0.18228693073812885,582.63,0.018811333296312,0.023214004415663816,0.2346739019007111,1.0,detector1,b,2,{},"{'Err224_CR2': '100%', 'Err226_short_read': True}",2018-01-17 14:45:00.000000000,2018-01-27 17:56:00.900000000,0.000186,0.2,0.20042691497090973,0.018838658782276505,0.17492561602577497,0.02392343632849304,1.2346928878401402,0.12609593287023868,0.494715578819916,0.23148708048112765,0.3929111463378838,0.10180875788908883,1.4698724855239764,0.1503689595633135,0.5889471176427571,0.2756021543340755,0.46775136468795697,0.12123287782884744,14591.0,10.13263888888889,-999.0,-999.0,2
50,2,45 21.30,17 57.78,StnX009,"Calm, sunny, clouds",17/01/2018,12,Sampler005,14:45:00,16:55:00,4000filt,840,5,/Users/seanselzer/Documents/GitHub/RaDeCC_Reader/Output_Folder_Example/RaDeCC_Reader_Ouput2020-07-15_120911/Read_Files/StnX009/4000filt/1-StnX009-4000filt-180119-detector2.txt,2018-01-19 19:17:41.000000000,2018-01-20 04:55:11.000000000,-999.0,-999.0,0,0.0,29,0.009324960704994811,0.0,0.0,0.050216450216450215,0.18569533817705186,0.5333333333333333,0.18569533817705186,2.1918632502801303e-05,8.983275125028301e-06,0.002345350009389264,0.0009681767780615484,-2.1918632502801303e-05,8.983275125028301e-06,0.04787110020706095,0.009375087115503245,-0.0012426316877828555,0.04787110019476203,577.5,0.00023923344304613116,0.009375087115503245,0.09903751369442766,1.0,detector2,t,1,{},"{'Err223_CR10': '100%', 'Err226_short_read': True}",2018-01-17 14:45:00.000000000,2018-01-20 00:06:26.000000000,0.000194,0.3,-0.0025022130066753518,0.0013530059432722253,0.04392384105551207,0.009606270800308037,-0.01290805510862788,0.006979700100449251,-0.005761645681546299,-0.5407347969890587,0.09203732204170394,0.02014095643924507,-0.015366732272176047,0.008309670221773414,-0.006859102001840832,0.643731902472186,0.10956824052583802,0.02398619738063899,3441.4333333333334,2.3898842592592593,-999.0,-999.0,1
51,2,46 21.30,18 57.78,StnX009,"Calm, sunny, clouds",17/01/2018,12,Sampler006,14:45:00,16:55:00,4100a,535,5,/Users/seanselzer/Documents/GitHub/RaDeCC_Reader/Output_Folder_Example/RaDeCC_Reader_Ouput2020-07-15_120911/Read_Files/StnX009/4100a/5-StnX009-4100A-190815-detector1.txt,2019-08-15 21:42:42.000000000,2019-08-16 08:13:19.200000000,0.004031523509295242,0.00036583392783412787,0,0.0,3,0.002746584008703938,0.0,0.0,0.00475722305033142,0.5773502691896257,0.07452982778852557,0.5773502691896257,4.533795111251356e-07,5.599613630146136e-07,4.871615424927072e-05,6.023127384206315e-05,-4.533795111251356e-07,5.599613630146136e-07,0.00470850689608215,0.002747244350839006,-0.00012052030536121996,0.0047085068960768875,630.62,7.005696885178387e-05,0.002747244350839006,0.043029816136361684,0.09074334479028748,detector1,a,5,{},{'Err223_CR10': '1%'},2018-01-17 14:45:00.000000000,2019-08-16 02:58:00.600000000,0.000186,0.2,-0.0004546737431072579,0.0010167164348980785,-0.002652807816276989,0.006402199331184415,-0.002800933382543289,0.006263363256615523,-0.0011222753392585631,-2.2368456624495128,-0.005958634211434798,0.014552802865570813,-0.005235389500080914,0.011707323286026812,-0.002097710914501987,4.181019929858137,-0.011137634040065042,0.027201699839533394,828733.0,575.5090277777778,202.56876240052466,3.6957999805589177,5
52,2,46 21.30,18 57.78,StnX009,"Calm, sunny, clouds",17/01/2018,12,Sampler006,14:45:00,16:55:00,4100a,535,5,/Users/seanselzer/Documents/GitHub/RaDeCC_Reader/Output_Folder_Example/RaDeCC_Reader_Ouput2020-07-15_120911/Read_Files/StnX009/4100a/4-StnX009-4100A-180513-detector2.txt,2018-05-13 20:45:23.000000000,2018-05-14 06:42:45.800000000,0.00541341335575564,0.00044830435937884543,20,0.00748624988282095,143,0.020017845831968594,0.03347952726907496,0.223606797749979,0.23937861997388596,0.08362420100070908,2.405504034283036,0.08362420100070908,0.0004417054678468016,8.209608070771468e-05,0.04647288690628518,0.008912358771863903,0.033037821801228155,0.007486700012322135,0.19290573306760078,0.021912195020829882,0.028118725608004335,0.19287780548992628,597.38,0.007507522287645038,0.021912209686141475,0.2011583528709012,0.0828136205232139,detector2,a,4,{},{'Err223_CR10': '8%'},2018-01-17 14:45:00.000000000,2018-05-14 01:44:04.400000000,0.000194,0.3,0.02685914428911184,0.007624715295782869,0.18893054635067633,0.022012112883478683,0.13855707476922477,0.039334046209959235,0.06184640248074152,0.2839715072171303,0.3958820795297942,0.046209703876171515,0.2589851864845323,0.07356141257428196,0.11560075230045143,0.5307889634752323,0.7399665037940079,0.08664968767688773,167699.06666666668,116.4576851851852,173.85789754169124,4.34675886087729,4
53,2,46 21.30,18 57.78,StnX009,"Calm, sunny, clouds",17/01/2018,12,Sampler006,14:45:00,16:55:00,4100a,535,5,/Users/seanselzer/Documents/GitHub/RaDeCC_Reader/Output_Folder_Example/RaDeCC_Reader_Ouput2020-07-15_120911/Read_Files/StnX009/4100a/3-StnX009-4100A-180219-detector2.txt,2018-02-19 10:56:55.000000000,2018-02-19 20:41:20.800000000,-999.0,-999.0,62,0.013472970028937275,143,0.020461408112351177,0.10608627209417724,0.1270001270001905,0.24468285337850557,0.08362420100070908,2.397207535547457,0.08362420100070908,0.0004059983158061271,7.85708591078053e-05,0.04275403669099568,0.008526647858820773,0.10568027377837112,0.013473199129402898,0.2019288166875099,0.02216693360951224,0.10053108895283962,0.2016433903117042,584.43,0.013485051354683489,0.022167415958635212,0.20046456479303498,1.0,detector2,a,3,{},"{'Err223_CR10': '3%', 'Err224_CR2': '67%', 'Err226_short_read': True}",2018-01-17 14:45:00.000000000,2018-02-19 15:49:07.900000000,0.000194,0.3,0.09927150763394713,0.013550645832605518,0.19769613117245424,0.022266174133620958,0.5121075175602816,0.06990862436726165,0.22858455764311014,0.13668308184948508,0.41424934736746444,0.04674896540491697,0.9572103131967881,0.13097619263771879,0.4272608554076825,0.2555135993258092,0.7742978455466625,0.08768037212376753,47584.11666666667,33.044525462962966,-999.0,-999.0,3
54,2,46 21.30,18 57.78,StnX009,"Calm, sunny, clouds",17/01/2018,12,Sampler006,14:45:00,16:55:00,4100a,535,5,/Users/seanselzer/Documents/GitHub/RaDeCC_Reader/Output_Folder_Example/RaDeCC_Reader_Ouput2020-07-15_120911/Read_Files/StnX009/4100a/2-StnX009-4100A-180125-detector2.txt,2018-01-25 13:20:55.000000000,2018-01-26 00:16:46.000000000,0.004080603182419228,0.000477622016350991,267,0.024914438725879683,238,0.023522525913763075,0.4071052832202485,0.06119900613621045,0.3628878554547534,0.06482037235521644,3.7981245711671874,0.06482037235521644,0.0009071247253922972,0.00014472700215976438,0.09455917585071273,0.01576645170854936,0.40619815849485624,0.024914859079087068,0.26832867960404067,0.02831766630288722,0.3993557771649532,0.2641320325633431,655.85,0.024925321102233982,0.028337060471791835,0.24619584895455385,0.11704691561501647,detector2,a,2,{},{'Err224_CR2': '98%'},2018-01-17 14:45:00.000000000,2018-01-25 18:48:50.500000000,0.000194,0.3,0.3980961958460607,0.024960869866487604,0.26018477342409313,0.028414383267063234,2.053641165163514,0.1288117231139775,0.9166642574063075,0.06308893819976336,0.5451870602964018,0.05966378632232855,3.8385816171280633,0.2434275564107513,1.7133911353388924,0.1190054992742236,1.019041234198882,0.11192701482924315,11763.833333333334,8.169328703703703,131.05319017308116,4.616457565996484,2
55,2,46 21.30,18 57.78,StnX009,"Calm, sunny, clouds",17/01/2018,12,Sampler006,14:45:00,16:55:00,4100a,535,5,/Users/seanselzer/Documents/GitHub/RaDeCC_Reader/Output_Folder_Example/RaDeCC_Reader_Ouput2020-07-15_120911/Read_Files/StnX009/4100a/1-StnX009-4100A-180118-detector2.txt,2018-01-18 05:59:08.000000000,2018-01-18 15:24:29.000000000,-999.0,-999.0,300,0.030636787964426947,250,0.02796743309603236,0.5306447333510215,0.05773502691896258,0.44220394445918454,0.06324555320336758,4.0470504996904575,0.06324555320336758,0.0009358301863426878,0.00015335449572454322,0.09750465840151609,0.016709165694383733,0.5297089031646788,0.030637171775126613,0.3446992860576684,0.032578728216175294,0.5209190713702082,0.3375765110495081,565.35,0.030648433116848194,0.03262236577964379,0.25595794769488817,1.0,detector2,a,1,{},"{'Err224_CR2': '100%', 'Err226_short_read': True}",2018-01-17 14:45:00.000000000,2018-01-18 10:41:48.500000000,0.000194,0.3,0.5196594900513157,0.030677350683528316,0.3336292519102581,0.032689553825747605,2.6807443320808155,0.15831921815839395,1.1965783283601892,0.05944525554860073,0.6990814592419122,0.0686742341205335,5.010737069309935,0.2996061815952104,2.2365950062807274,0.11306166978653677,1.3066943163400229,0.12894265795951929,1196.8,0.8311111111111111,-999.0,-999.0,1
